,name,address,lat,lon,coordinates,rating
9796,Nature's Green,Nature's Green - Tech Park II,1.33537,103.90846,"[1.33537, 103.90846]",
9797,Food Empire,Food Empire - Macpherson Mall,1.33156,103.87928,"[1.33156, 103.87928]",
9798,991 Si Chao,991 Si Chao - Le Quest,1.3554099828067234,103.74136066930907,"[1.3554099828067234, 103.74136066930907]",3.8
9799,Beyond Coffee,Beyond Coffee - Le Quest,1.35605468,103.7415918,"[1.35605468, 103.7415918]",4.9
9800,Shihlin Taiwan Street Snacks,Shihlin Taiwan Street Snacks - NEX,1.3506023285714286,103.8725776,"[1.3506023285714286, 103.8725776]",4.2
9801,Tenderbest,Tenderbest - Bukit Batok West Ave 9,1.3527493476867674,103.73967701196668,"[1.3527493476867674, 103.73967701196668]",4.1
9802,Brennack,Brennack - Techview,1.336585,103.909107,"[1.336585, 103.909107]",4.0
9803,innisfree,innisfree - NEX,1.3507106,103.8724977,"[1.3507106, 103.8724977]",4.9
9804,Wang Heng Seafood,Wang Heng Seafood - Jurong East Street 32,1.3445435188346913,103.735135,"[1.3445435188346913, 103.735135]",4.2
9805,Dojin,Dojin - Bedok Reservoir Road,1.331261,103.909938,"[1.331261, 103.909938]",
9806,Food Republic,Food Republic - NEX,1.3508484714285716,103.8723714,"[1.3508484714285716, 103.8723714]",4.0
9807,Swensen's,Swensen's - West Mall [Islandwide Delivery],1.3499849,103.74921171791108,"[1.3499849, 103.74921171791108]",4.4
9808,Guo Chang Mala Hotpot,Guo Chang Mala Hotpot - Shun Li Industrial Park,1.336227488888889,103.91129598815688,"[1.336227488888889, 103.91129598815688]",3.1
9809,Chuan Court Sichuan Cuisine Mala Hot Pot,Chuan Court Sichuan Cuisine Mala Hot Pot - Macpherson Road [Islandwide Delivery],1.3325074,103.8844362,"[1.3325074, 103.8844362]",4.1
9810,Makan Habibi,Makan Habibi - Bartley Biz Centre,1.3392178,103.9121057,"[1.3392178, 103.9121057]",
9811,Passionate Food,Passionate Food - Passionate Food - ARK@KB,1.3415514,103.9143628,"[1.3415514, 103.9143628]",5.0
9812,The Coffee Bean & Tea Leaf,The Coffee Bean & Tea Leaf - West Mall,1.3500623255968092,103.74952030181883,"[1.3500623255968092, 103.74952030181883]",4.5
9813,Pizza Hut,Pizza Hut - Upper Paya Lebar Road,1.33971404,103.8855768,"[1.33971404, 103.8855768]",4.1
9814,Duke Of Congee 粥公,Duke Of Congee 粥公 - Bedok Reservoir Road,1.3367582,103.9205421,"[1.3367582, 103.9205421]",4.7
9815,83 Seafood Restaurant,83 Seafood Restaurant - Macpherson Lane,1.332126666666667,103.8854607,"[1.332126666666667, 103.8854607]",4.2
9816,Tian Tian Chi Mian,Tian Tian Chi Mian - Bedok Reservoir Road,1.337818730618921,103.9226763,"[1.337818730618921, 103.9226763]",4.0
9817,Sin Eating House,Sin Eating House - Bukit Batok,1.3550181,103.7505789,"[1.3550181, 103.7505789]",3.6
9818,Pontian Wanton Noodle,Pontian Wanton Noodle - Bukit Batok Street 31,1.3592941,103.7505968,"[1.3592941, 103.7505968]",4.1
9819,Subway,Subway - Bedok Reservoir Road,1.3376446,103.92128292137596,"[1.3376446, 103.92128292137596]",4.1
9820,DongMama Thai Izakaya,DongMama Thai Izakaya - The Commerze@Irving,1.3359945,103.88595105,"[1.3359945, 103.88595105]",3.8
9821,KOI The Express,KOI The Express - Bukit Gombak Mrt Station,1.3589316666666666,103.75197847,"[1.3589316666666666, 103.75197847]",4.8
9822,The Boiler,The Boiler - Novelty Bizcentre,1.3347372333333334,103.8856087,"[1.3347372333333334, 103.8856087]",4.3
9823,Madurai Stores & Services,Madurai Stores & Services - Waterfront Isle,1.3388094637029155,103.92786793677168,"[1.3388094637029155, 103.92786793677168]",5.0
9824,Mixed Veg. Rice,Kimly Mixed Rice - Jurong East Street 31,1.3454704,103.7305118,"[1.3454704, 103.7305118]",3.6
9825,Koat Aroy Thai Cuisine,Koat Aroy Thai Cuisine - The Commerze@Irving,1.336045625,103.88630429667468,"[1.336045625, 103.88630429667468]",4.3
9826,Fatty Bom Bom,Fatty Bom Bom - 134 Bukit Batok West Avenue 6,1.3517827126282786,103.74445342547172,"[1.3517827126282786, 103.74445342547172]",4.3
9827,Shell Select,Shell Select - 255 Paya Lebar Road,1.3316767166666663,103.88884065815054,"[1.3316767166666663, 103.88884065815054]",3.9
9828,Fragrance,Fragrance - Jurong West Street 51,1.3502686,103.7186928,"[1.3502686, 103.7186928]",4.3
9829,Meng Kee Wantan Noodle,Meng Kee Wantan Noodle - Tampines Street 81,1.348946393105799,103.93379407,"[1.348946393105799, 103.93379407]",4.5
9830,GNC,GNC - West Mall,1.3499894837563546,103.74917607764132,"[1.3499894837563546, 103.74917607764132]",4.5
9831,Curry Magic,Curry Magic - Jalan Riang,1.3475223,103.86754730308604,"[1.3475223, 103.86754730308604]",4.1
9832,Steam Fusion,Steam Fusion - Tampines Grove,1.348677,103.934909,"[1.348677, 103.934909]",2.5
9833,The Flame Cafe,The Flame Cafe - Centro Bianco,1.3368284812271585,103.8872619,"[1.3368284812271585, 103.8872619]",3.9
9834,Lai Lai Wanton Noodle,Lai Lai Wanton Noodle - Bukit Batok Street 33,1.361898993255963,103.74749229623124,"[1.361898993255963, 103.74749229623124]",4.5
9835,Lao Yao Yao Mi Xian,Lao Yao Yao Mi Xian - Bendemeer Ville,1.3189591,103.8625526,"[1.3189591, 103.8625526]",4.4
9836,Boop The Grocer,Boop The Grocer - Rochdale Road ,1.34373,103.8837,"[1.34373, 103.8837]",4.0
9837,Changi Nasi Lemak,Changi Nasi Lemak - 323 Bukit Batok Street 33 [Islandwide Delivery],1.3616836,103.7482566,"[1.3616836, 103.7482566]",4.4
9838,Ming Fu Fishball Noodles 明富鱼圆面,Ming Fu Fishball Noodles 明富鱼圆面 - Tampines Street 81,1.349493,103.934607,"[1.349493, 103.934607]",
9839,You Ma You La,You Ma You La - Toa Payoh,1.3334964549734036,103.8499125,"[1.3334964549734036, 103.8499125]",4.1
9840,D'Snack Station,D'Snack Station - Tampines Street 83,1.3510507024999998,103.933682,"[1.3510507024999998, 103.933682]",4.4
9841,The Original Kitchen 1971,源味艺厨 The Original Kitchen 1971 - Bukit Batok Street 52,1.3550505,103.7505519,"[1.3550505, 103.7505519]",4.0
9842,Hoho Seafood,Hoho Seafood - Synergy @ Kb,1.340604,103.911639,"[1.340604, 103.911639]",
9843,R S Minimart Pte Ltd,R S Minimart Pte Ltd - Macpherson Road,1.3319658,103.88248189044312,"[1.3319658, 103.88248189044312]",5.0
9844,99 Thai Taste,99 Thai Taste - Tampines Street 91,1.346516016499847,103.93973815615972,"[1.346516016499847, 103.93973815615972]",4.2
9845,Ninja Chirashi,Ninja Chirashi - Tampines Grove,1.349171358319892,103.9321986,"[1.349171358319892, 103.9321986]",4.3
9846,Soya Station,Soya Station - Bukit Batok Street 31,1.3581345,103.75030535111112,"[1.3581345, 103.75030535111112]",4.2
9847,Smac Bbq,Smac Bbq - Kensington Square,1.3452767,103.8821746,"[1.3452767, 103.8821746]",4.3
9848,Emi's Waffle & Gelato,Emi's Waffle & Gelato - Tampines Grove,1.34924091120795,103.93258191898,"[1.34924091120795, 103.93258191898]",5.0
9849,Springleaf Prata Place,Springleaf Prata Place - Tampines Street 92,1.3447875976562498,103.94188594818114,"[1.3447875976562498, 103.94188594818114]",4.3
9850,Four Pizza,Four Pizza - Kensington Square ,1.3457645085243577,103.88272615365864,"[1.3457645085243577, 103.88272615365864]",4.8
9851,Da Jie Niang Dou Fu,Da Jie Niang Dou Fu - Bukit Batok,1.3588636357581976,103.75119172528326,"[1.3588636357581976, 103.75119172528326]",4.6
9852,Each A Cup,Each A Cup - Toa Payoh Central,1.3340861,103.84910270659934,"[1.3340861, 103.84910270659934]",4.9
9853,Shell Select,Shell Select - Changi Road,1.3189325,103.912958,"[1.3189325, 103.912958]",4.2
9854,Ieat,Ieat - Alkaff Crescent,1.3373278946217733,103.8729874652837,"[1.3373278946217733, 103.8729874652837]",3.9
9855,Ah Kow Mushroom Minced Meat Noodle,Ah Kow Mushroom Minced Meat Noodle - Bukit Batok Street 31,1.3609567,103.75138213333332,"[1.3609567, 103.75138213333332]",5.0
9856,Heng Guan Food Cuisine,Heng Guan Food Cuisine - Tampines Street,1.345461713191599,103.9456234336194,"[1.345461713191599, 103.9456234336194]",4.0
9857,Sushi Express,Sushi Express - Nex,1.34991564,103.8731633,"[1.34991564, 103.8731633]",4.4
9858,Haji Kadir,Haji Kadir - Tampines Street,1.3473986113685754,103.93603637581556,"[1.3473986113685754, 103.93603637581556]",4.2
9859,Soon Li Porridge,Soon Li Porridge - Tai Thong Crescent,1.3289877,103.86985925,"[1.3289877, 103.86985925]",4.9
9860,Hao Ji Roasted,Hao Ji Roasted - Bukit Batok Street 31,1.36100556,103.7513798,"[1.36100556, 103.7513798]",3.9
9861,Kim San Leng (Tampines Street 11),Kim San Leng (Tampines Street 11) - Mix & Match,1.3461332,103.9451635,"[1.3461332, 103.9451635]",
9862,Lee Do Restaurant,Lee Do Restaurant - Automobile Megamart,1.331327,103.90125795562936,"[1.331327, 103.90125795562936]",4.4
9863,Cheval Chi Bao,Cheval Chi Bao - HomeTeam NS @ Bukit Batok,1.3657822360580398,103.749676076,"[1.3657822360580398, 103.749676076]",3.6
9864,Kimly Seafood,Kimly Seafood - Bukit Batok Street 31,1.3593311,103.7505695,"[1.3593311, 103.7505695]",4.1
9865,Beauty Nutritious Soup,Beauty Nutritious Soup - Serangoon Central,1.3500326095765514,103.8729845,"[1.3500326095765514, 103.8729845]",3.7
9866,Singyi Seafood Garden,Singyi Seafood Garden - Tampines Avenue 8,1.351357907315767,103.9294708821182,"[1.351357907315767, 103.9294708821182]",4.5
9867,Yoshinoya,Yoshinoya - Nex,1.3500027,103.87314546,"[1.3500027, 103.87314546]",4.2
9868,Man Tang Hong Spicy Hotpot,Man Tang Hong Spicy Hotpot - Ubi Ave 1,1.3300031,103.9011732,"[1.3300031, 103.9011732]",4.2
9869,SF Fruits & Juices,SF Fruits & Juices - Nex [#03-K1],1.3505158,103.87252045141958,"[1.3505158, 103.87252045141958]",4.6
9870,Hong Kong Street Ming Ji Kitchen,Hong Kong Street Ming Ji Kitchen - Bukit Batok West Ave 5,1.3640153,103.752034,"[1.3640153, 103.752034]",3.9
9871,SUN YOU Japanese Korean Cuisine,SUN YOU Japanese Korean Cuisine - Tampines Street 81,1.348919,103.93483,"[1.348919, 103.93483]",4.2
9872,Griddler & Grinder,Griddler & Grinder - Ubi Ave 1,1.3301454,103.90143132,"[1.3301454, 103.90143132]",4.7
9873,L&C A1 Ayam Goreng & Western Food,L&C A1 Ayam Goreng & Western Food - Tampines Street 81,1.349005,103.935015,"[1.349005, 103.935015]",4.5
9874,Beauty In The Pot,Beauty In The Pot - NEX,1.3507705214285295,103.87193012294011,"[1.3507705214285295, 103.87193012294011]",4.0
9875,Amigo's,Amigo's - Lorong Ah Soo,1.3506486270975273,103.88660925432411,"[1.3506486270975273, 103.88660925432411]",4.4
9876,Watsons,Watsons - Eastpoint,1.3424723617017649,103.9530917,"[1.3424723617017649, 103.9530917]",4.6
9877,Geylang Lor 9 Fresh Frog Porridge,Geylang Lor 9 Fresh Frog Porridge - Tampines Ave 4,1.34636331,103.93814,"[1.34636331, 103.93814]",4.5
9878,Antoheetos,Antoheetos - Nex,1.3505413341272714,103.87258531454772,"[1.3505413341272714, 103.87258531454772]",3.8
9879,Sam Hee Coffee Shop,Sam Hee Coffee Shop - Upper Paya Lebar Road,1.3501191,103.87983,"[1.3501191, 103.87983]",4.1
9880,Spike Empire (Pasteries),Spike Empire Durian (Pastries) - Northwest,1.3571772349525304,103.76353819406114,"[1.3571772349525304, 103.76353819406114]",4.5
9881,Alsalam Restaurant,Alsalam Restaurant - Tampines Ave 4,1.346800235399188,103.93815059,"[1.346800235399188, 103.93815059]",4.2
9882,11th Street Teochew Fish Soup,11th Street Teochew Fish Soup - Tampines Street 11,1.3483851,103.9485262,"[1.3483851, 103.9485262]",3.5
9883,Cheng Long Fish Soup & Ban Mian 成龙鱼汤板面,Cheng Long Fish Soup & Ban Mian 成龙鱼汤板面 - Eastlink Mall,1.3549,103.94496,"[1.3549, 103.94496]",
9884,Seoul Sedap,Seoul Sedap - Tampines Street 11,1.34516145,103.9449827,"[1.34516145, 103.9449827]",4.3
9885,Heng Long Mixed Vegetables Rice,Heng Long Mixed Vegetables Rice - Tampines Street 11,1.3458257262701467,103.94588393274684,"[1.3458257262701467, 103.94588393274684]",5.0
9886,Veggie House,Veggie House - Eastpoint Mall,1.342500661,103.9527571,"[1.342500661, 103.9527571]",5.0
9887,Sarpino's,Sarpino's - Hillview2,1.3629214735555797,103.7645777409,"[1.3629214735555797, 103.7645777409]",4.0
9888,Broadway Dim Sum and Desserts,Broadway Dim Sum and Desserts - Potong Pasir Ave 1,1.3318690204338712,103.86793673,"[1.3318690204338712, 103.86793673]",3.9
9889,Thai Chang,Thai Chang - Tampines Street 12,1.3481882,103.9434113,"[1.3481882, 103.9434113]",
9890,Shinmanbok,Shinmanbok - HillV2,1.363300511503579,103.7646786,"[1.363300511503579, 103.7646786]",4.3
9891,LoFi,LoFi - Hougang Avenue 1,1.35304079890683,103.88996926975,"[1.35304079890683, 103.88996926975]",
9892,Zi Zai Vegetarian,Zi Zai Vegetarian - Tampines Ave 4,1.346952,103.9381466,"[1.346952, 103.9381466]",4.4
9893,Jollibean,Jollibean - Nex,1.350577825,103.8725433,"[1.350577825, 103.8725433]",4.1
9894,Grill Werkz,Grill Werkz - Choa Chu Kang,1.3738292398180894,103.7467733,"[1.3738292398180894, 103.7467733]",4.3
9895,FG Food Industries,FG Food Industries - Tee Yih Jia Food Building,1.3351865,103.88495727272728,"[1.3351865, 103.88495727272728]",5.0
9896,Rong Kee Roasted Delights,Rong Kee Roasted Delights 榮記燒腊 - Bukit Batok Street 31,1.3588628,103.750413,"[1.3588628, 103.750413]",4.0
9897,Dian Xiao Er,Dian Xiao Er - NEX,1.350668,103.872346,"[1.350668, 103.872346]",4.4
9898,Mufiz Restaurant,Mufiz Restaurant - Tampines,1.3513834947918206,103.9338004,"[1.3513834947918206, 103.9338004]",3.8
9899,Yolo Mart,Yolo Mart - Yan Xian Building,1.33497,103.88423,"[1.33497, 103.88423]",
9900,Uncle Louis Famous Chicken Rice,Uncle Louis Famous Chicken Rice - Bukit Batok West Avenue 5,1.3638213970698274,103.75212816012242,"[1.3638213970698274, 103.75212816012242]",4.2
9901,Empyrosis,Empyrosis - Tampines Street 12,1.34974946058556,103.946633310456,"[1.34974946058556, 103.946633310456]",
9902,So Ramen,So Ramen - Nex [Islandwide Delivery],1.3505564,103.87267679444444,"[1.3505564, 103.87267679444444]",4.4
9903,Bettr Coffee Co.,Bettr Coffee Co. - Harrison Industrial Building,1.3354248,103.88471189924503,"[1.3354248, 103.88471189924503]",4.0
9904,Nasty Cookie Factory,Nasty Cookie Factory - Techview,1.335555938301803,103.9098289,"[1.335555938301803, 103.9098289]",4.5
9905,Lee Wee & Brothers,Lee Wee & Brothers - Nex,1.3506182,103.87255794807692,"[1.3506182, 103.87255794807692]",4.6
9906,Prislynshop,Prislynshop - Trivex,1.3359851100696798,103.8854138101278,"[1.3359851100696798, 103.8854138101278]",5.0
9907,Lamb Lamp Western,Lamb Lamp Western - Hillview,1.357644,103.762929,"[1.357644, 103.762929]",4.0
9908,Crave,Crave - Hillview,1.3570405579441722,103.7635078,"[1.3570405579441722, 103.7635078]",4.3
9909,Banjara Bar & Restaurant,Banjara Bar & Restaurant - Ue Bizhub East ,1.3349636,103.9642895,"[1.3349636, 103.9642895]",4.2
9910,Warong Fiszah,Warong Fiszah - Tampines West,1.3489437,103.93320349969188,"[1.3489437, 103.93320349969188]",3.7
9911,96 Degree Fruitz Bar,96 Degree Fruitz Bar - New Tech Park,1.35140223366706,103.8618868295,"[1.35140223366706, 103.8618868295]",
9912,Lean Bento,Lean Bento,1.33605725,103.8860127,"[1.33605725, 103.8860127]",4.6
9913,Baby's Boutique,Baby's Boutique - Tampines Grove,1.3484198,103.9346491,"[1.3484198, 103.9346491]",
9914,Lerk Thai,Lerk Thai - Tampines Mart,1.35393922007438,103.959877980784,"[1.35393922007438, 103.959877980784]",2.7
9915,Cedele,Cedele - Hill V2,1.3637113698474896,103.76466760640724,"[1.3637113698474896, 103.76466760640724]",4.3
9916,Pagi Nasi Lemak,Pagi Nasi Lemak - The Commerze@Irving,1.3359321446385817,103.88640040199869,"[1.3359321446385817, 103.88640040199869]",
9917,Da Fei Po,Da Fei Po - Tampines Street 32,1.3542165,103.9599867,"[1.3542165, 103.9599867]",4.0
9918,The HandBurger,The HandBurger - NEX,1.35065965,103.87256881139552,"[1.35065965, 103.87256881139552]",4.0
9919,Kimly Mixed Rice,Kimly Mixed Rice - Tampines Grove,1.3499156,103.93344764,"[1.3499156, 103.93344764]",4.9
9920,Yaki Yaki Bo,Yaki Yaki Bo - NEX,1.3508442,103.87211625,"[1.3508442, 103.87211625]",4.3
9921,Cat & The Fiddle,Cat & The Fiddle - Tai Seng,1.33641127,103.885515,"[1.33641127, 103.885515]",4.7
9922,Yuba Hut,Yuba Hut - The Rail Mall,1.3597840035618578,103.7674603,"[1.3597840035618578, 103.7674603]",4.2
9923,Hua Ji Braised Duck & Kway Chap,Hua Ji Braised Duck & Kway Chap - Tampines Polyview,1.3483468,103.936222,"[1.3483468, 103.936222]",4.2
9924,Select Group Mix and Match,Select Cloud Kitchen Mix and Match - Tampines Mart,1.354359,103.960104,"[1.354359, 103.960104]",4.0
9925,Xing Le Xing Hainanese Chicken Rice,Xing Le Xing Hainanese Chicken Rice - Choa Chu Kang Ave 7,1.373729064455688,103.74669935504583,"[1.373729064455688, 103.74669935504583]",4.4
9926,Eat 3 Cuts,Eat 3 Cuts - Tai Seng Point,1.336095496429264,103.8873173,"[1.336095496429264, 103.8873173]",2.0
9927,Ichiban Boshi,Ichiban Boshi - NEX,1.3508654,103.87210460833332,"[1.3508654, 103.87210460833332]",4.3
9928,Thai Us Together,Thai Us Together - D'Lithium,1.337275,103.8852575,"[1.337275, 103.8852575]",4.2
9929,Chuang Xin Teochew Porridge,Chuang Xin Teochew Porridge - Tampines Palmspring,1.3464692038700936,103.93925223632212,"[1.3464692038700936, 103.93925223632212]",3.9
9930,Starbucks,Starbucks - Thomson Plaza,1.3551366666666669,103.8308353,"[1.3551366666666669, 103.8308353]",4.4
9931,World Tea House,World Tea House - Tampines Street 21,1.3527567777795275,103.9536906,"[1.3527567777795275, 103.9536906]",4.7
9932,Juk Story,Juk Story - NEX,1.3507,103.872653,"[1.3507, 103.872653]",4.3
9933,Sunny Korean,Sunny Korean - Mapletree 18,1.3362164,103.88870268363635,"[1.3362164, 103.88870268363635]",4.3
9934,Forbidden Tea,Forbidden Tea - Safra Clubhouse (Tampines),1.344075,103.94185,"[1.344075, 103.94185]",3.0
9935,Bowl & Bowl,Bowl & Bowl - HDB Hub,1.3323624285714286,103.84793688888892,"[1.3323624285714286, 103.84793688888892]",4.6
9936,Texas Lone Star,Texas Lone Star - Bedok North Street 4,1.33252072593469,103.938446006117,"[1.33252072593469, 103.938446006117]",5.0
9937,Golden Rooster,Golden Rooster - Tampines Street 21,1.3529653689782626,103.953670475,"[1.3529653689782626, 103.953670475]",4.1
9938,Cheval Cafe Bar Bistro,Cheval Cafe Bar Bistro - Kensington Square,1.34609000918022,103.883341133094,"[1.34609000918022, 103.883341133094]",
9939,Food Republic,Food Republic - Breadtalk IHQ,1.334097091001965,103.88957873350417,"[1.334097091001965, 103.88957873350417]",4.0
9940,Udders,Udders - 246D Upper Thomson Road,1.3536423,103.83434745,"[1.3536423, 103.83434745]",4.8
9941,Ah Lim Meepok,Ah Lim Meepok - Tampines Street 11,1.3457146,103.9458604,"[1.3457146, 103.9458604]",4.1
9942,Seabay Wok & Grill,Seabay Wok & Grill - Tampines,1.3547083230189545,103.96045861978126,"[1.3547083230189545, 103.96045861978126]",4.2
9943,Buta Kin,Buta Kin - Thomson V Two,1.3535519,103.83550706450664,"[1.3535519, 103.83550706450664]",4.5
9944,Jing Dian Bestie Noodle Stall,Jing Dian Bestie Noodle Stall - Upper Paya Lebar,1.3380676,103.8867233,"[1.3380676, 103.8867233]",4.0
9945,New Hong Kong Roast,New Hong Kong Roast - Potong Pasir Ave 1,1.3320011,103.86786166666668,"[1.3320011, 103.86786166666668]",3.8
9946,Kay Lee Roast Meat,Kay Lee Roast Meat - Upper Paya Lebar,1.3384691,103.8865478,"[1.3384691, 103.8865478]",3.9
9947,Tad Coffee Company,Tad Coffee Company - Oxley Bizhub,1.332785,103.890166,"[1.332785, 103.890166]",5.0
9948,Erbomu Noodles,Erbomu Noodles - Bidadari Park Drive,1.33422545,103.8707764,"[1.33422545, 103.8707764]",4.0
9949,Hanguk Kitchen,Hanguk Kitchen - Tai Thong Crescent,1.3284756,103.8699887,"[1.3284756, 103.8699887]",
9950,The Tea Story,The Tea Story - Oxley Bizhub,1.3326089952380953,103.89063,"[1.3326089952380953, 103.89063]",5.0
9951,Curry Pot Catering,Curry Pot Catering - Natural Cool Lifestyle Hub,1.337885,103.88938183333332,"[1.337885, 103.88938183333332]",4.8
9952,Naturlink,Naturlink - UB. One,1.333194,103.891588,"[1.333194, 103.891588]",
9953,Watsons,Watsons - Thomson Plaza,1.3544688076836315,103.83057781234837,"[1.3544688076836315, 103.83057781234837]",4.4
9954,Udders,Udders - Orion - Paya Lebar,1.3292916666666663,103.8900853,"[1.3292916666666663, 103.8900853]",5.0
9955,Dancing Char Kway Teow,Dancing Char Kway Teow - Circuit Road [Stall 19],1.326749,103.8852463,"[1.326749, 103.8852463]",3.5
9956,Thirsty,Thirsty - Kolam Ayer Industrial Estate,1.3277530104904889,103.872255368468,"[1.3277530104904889, 103.872255368468]",4.9
9957,1010 Korean & Japanese Food,1010 Korean & Japanese Food -  1010 Tai Seng Ave,1.3384898,103.891399925,"[1.3384898, 103.891399925]",4.7
9958,Halal Delicacies,Halal Delicacies - Circuit Road Food Centre,1.32565786,103.8850459,"[1.32565786, 103.8850459]",4.2
9959,China Noodle House,China Noodle House - Sennett Estate,1.3298664,103.87405274,"[1.3298664, 103.87405274]",4.0
9960,Mahabbah Indian Muslim,Mahabbah Indian Muslim - Vertex,1.3321000144610546,103.8935099,"[1.3321000144610546, 103.8935099]",1.0
9961,Eat My Prawn Noodle 吃我虾面,Eat My Prawn Noodle 吃我虾面 - Tannery House,1.3281211971776044,103.87691720292312,"[1.3281211971776044, 103.87691720292312]",4.0
9962,Wholesome Harvest,Wholesome Harvest - Cititech Industrial Building,1.3268395,103.8796493,"[1.3268395, 103.8796493]",4.3
9963,Kinder Dreams,Kinder Dreams - Baby & Kids Family Store - Tong Lee Building,1.32966931,103.87836355333332,"[1.32966931, 103.87836355333332]",5.0
9964,Jiang Nan Restaurant,Jiang Nan Restaurant - Sin Ming Drive,1.3587112,103.8369275,"[1.3587112, 103.8369275]",3.9
9965,Flowers and Kisses,Flowers and Kisses - New Industrial Road,1.3433054459994076,103.88626381158512,"[1.3433054459994076, 103.88626381158512]",4.9
9966,1Degreec,1DegreeC - Macpherson Mall,1.3318689584040364,103.8791808970686,"[1.3318689584040364, 103.8791808970686]",
9967,Chindamani Indian Restaurant,Chindamani Indian Restaurant - Bishan Street 22,1.3589312,103.844093,"[1.3589312, 103.844093]",4.5
9968,Windflower Florist,Windflower Florist - New Industrial Road,1.343867,103.886274,"[1.343867, 103.886274]",4.7
9969,Lactomart,Lactomart - Cotsworld Close,1.34659609,103.8616009,"[1.34659609, 103.8616009]",
9970,Nature Park Seafood,Nature Park Seafood - Ang Mo Kio Ave 1,1.3667562,103.8395383,"[1.3667562, 103.8395383]",4.1
9971,The Humble Burger,The Humble Burger - Macpherson Community Club,1.3236045,103.8849499,"[1.3236045, 103.8849499]",4.4
9972,Shinsen,Shinsen - Macpherson Mall [Islandwide Delivery],1.331608167964788,103.87941891991494,"[1.331608167964788, 103.87941891991494]",4.2
9973,Roast Solution Pte. Ltd.,Roast Solution Pte. Ltd. - Ubi Road 1,1.3287569,103.8942163,"[1.3287569, 103.8942163]",5.0
9974,Subway,Subway - Heartbeat@Bedok,1.3267951,103.93228802,"[1.3267951, 103.93228802]",4.3
9975,Swensen's,Swensen's - Tampines Mall [Islandwide Delivery],1.352302513061332,103.94515581353016,"[1.352302513061332, 103.94515581353016]",4.4
9976,ChopSteak,ChopSteak - Sin Ming Road,1.354196,103.835864,"[1.354196, 103.835864]",3.0
9977,Coeus Vigor,Coeus Vigor - Kallang Pudding Road,1.3281642,103.8789741,"[1.3281642, 103.8789741]",
9978,Kawashi International,Kawashi International - Biztech Centre ,1.3257238630855,103.879146301438,"[1.3257238630855, 103.879146301438]",
9979,Heng Long Teochew Porridge,Heng Long Teochew Porridge - MacPherson Road,1.332,103.88226,"[1.332, 103.88226]",
9980,Lucky Chicken Rice,Lucky Chicken Rice - Zervex,1.334514385830684,103.89578286666666,"[1.334514385830684, 103.89578286666666]",4.8
9981,Da Shu Mala Xiang Guo,Da Shu Mala Xiang Guo - Kebun Baru Heights,1.37158056856903,103.837586920337,"[1.37158056856903, 103.837586920337]",
9982,Kyoto Japanese Cuisine,Kyoto Japanese Cuisine - Ubi Ave 2,1.3282163,103.8944,"[1.3282163, 103.8944]",4.5
9983,Mini Wok,Mini Wok - Toa Payoh,1.33204812,103.84944203333332,"[1.33204812, 103.84944203333332]",4.0
9984,Face Ban Mian,Face Ban Mian - Bishan Street 13,1.3509548,103.8505023,"[1.3509548, 103.8505023]",4.2
9985,Pastry Delights,Pastry Delights - Kensington Square,1.34554,103.88253,"[1.34554, 103.88253]",5.0
9986,Bismillah Biryani Restaurant,Bismillah Biryani Restaurant  -  KA Foodlink,1.33632425,103.8825397168867,"[1.33632425, 103.8825397168867]",3.8
9987,133 Seafood Kitchen,133 Seafood Kitchen - Kebun Baru Spring,1.37114,103.84265,"[1.37114, 103.84265]",5.0
9988,Encik Tan,Encik Tan - Eastpoint Mall,1.3426395,103.952952725,"[1.3426395, 103.952952725]",4.4
9989,The Leggy Business,The Leggy Business - Starhub Green,1.324295,103.892759,"[1.324295, 103.892759]",4.8
9990,Old Street Bak Kut Teh,Old Street Bak Kut Teh - Tampines Mall,1.352352352,103.9449982,"[1.352352352, 103.9449982]",4.4
9991,Itacho Sushi,Itacho Sushi - Tampines Mall,1.352483,103.94496032,"[1.352483, 103.94496032]",4.3
9992,Putian Heng Hwa Cuisine,Putian Heng Hwa Cuisine - Tampines Mall,1.3526964185977035,103.94468593720818,"[1.3526964185977035, 103.94468593720818]",3.8
9993,Pezzo,Pezzo - Tampines 1,1.3536582096296874,103.9452834969829,"[1.3536582096296874, 103.9452834969829]",4.2
9994,KL Traditional Chilli Ban Mee,KL Traditional Chilli Ban Mee - MacPherson,1.3321642801896076,103.88290712857145,"[1.3321642801896076, 103.88290712857145]",4.4
9995,Nasi Lemak Ayam Taliwang,Nasi Lemak Ayam Taliwang - Century Square,1.3524040257756802,103.9438564288533,"[1.3524040257756802, 103.9438564288533]",4.6
9996,Junshin Sushi,Junshin Sushi - KA Foodlink [Islandwide Delivery],1.33587238518009,103.883043063247,"[1.33587238518009, 103.883043063247]",5.0
9997,Xing Fu Tang,Xing Fu Tang - Century Square,1.3522167175919426,103.9435727,"[1.3522167175919426, 103.9435727]",4.5
9998,HiMart,HiMart - Bishan Street 13,1.348452,103.856004,"[1.348452, 103.856004]",
9999,Eventasty Noodle Bar,Eventasty 一碗田 Noodle Bar - Century Square,1.35220445,103.9434252,"[1.35220445, 103.9434252]",4.6
10000,Mi CHA,Mi CHA - NEX,1.3502774264788258,103.87303142334554,"[1.3502774264788258, 103.87303142334554]",3.0
